buffer_name,feature_prefix,sample_name,replicate_id,group_type,tc_conc_uM,otc_conc_uM,ctc_conc_uM,roi_mean_r,roi_mean_g,roi_mean_b,roi_std_r,roi_std_g,roi_std_b,pixel_count,kept_pixel_count,status,warning,source_csv,source_image_path,source_crop_path
water,water,ternary_TC18_OTC36_CTC6,R1,ternary,18,36,6,159.6288757,181.8098145,201.8697968,12.06087017,12.15770626,13.45447826,17816,16121,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_18,36,6.jpg","cropped_cuvettes/water/ternary/water_ternary_18,36,6.png"
T=8,tris8,ternary_TC18_OTC36_CTC6,R2,ternary,18,36,6,160.2816925048828,231.4658050537109,215.8719482421875,14.089101791381836,15.58637237548828,15.535938262939451,17399,15751,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_18,36,6_1.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_18,36,6_1.png"
water,water,ternary_TC18_OTC36_CTC6,R2,ternary,18,36,6,159.6985474,182.6775208,202.0637817,11.58002281,11.86072445,13.00522709,17816,16119,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_18,36,6_1.jpg","cropped_cuvettes/water/ternary/water_ternary_18,36,6_1.png"
T=8,tris8,ternary_TC18_OTC36_CTC6,R3,ternary,18,36,6,160.2816925048828,231.4658050537109,215.8719482421875,14.089101791381836,15.58637237548828,15.535938262939451,17399,15751,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_18,36,6_2.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_18,36,6_2.png"
water,water,ternary_TC18_OTC36_CTC6,R3,ternary,18,36,6,158.3132019,180.6604767,199.6872253,11.44736004,11.97340775,12.93743134,18084,16408,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_18,36,6_2.jpg","cropped_cuvettes/water/ternary/water_ternary_18,36,6_2.png"
T=8,tris8,ternary_TC18_OTC6_CTC36,R1,ternary,18,6,36,172.3988800048828,227.15892028808597,211.11639404296875,17.200822830200195,18.73573875427246,18.65978240966797,18216,16624,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_18,6,36.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_18,6,36.png"
water,water,ternary_TC18_OTC6_CTC36,R1,ternary,18,6,36,168.2253113,166.2424011,171.2823334,13.44547939,13.34971333,13.51433563,17947,16502,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_18,6,36.jpg","cropped_cuvettes/water/ternary/water_ternary_18,6,36.png"
T=8,tris8,ternary_TC18_OTC6_CTC36,R2,ternary,18,6,36,173.5726776123047,227.2116851806641,211.93087768554688,17.316450119018555,18.41799545288086,18.435945510864254,17947,16175,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_18,6,36_1.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_18,6,36_1.png"
water,water,ternary_TC18_OTC6_CTC36,R2,ternary,18,6,36,169.3830566,167.2874146,172.1783752,13.25244236,13.20918369,13.32642365,17424,15765,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_18,6,36_1.jpg","cropped_cuvettes/water/ternary/water_ternary_18,6,36_1.png"
T=8,tris8,ternary_TC18_OTC6_CTC36,R3,ternary,18,6,36,143.50146484375,193.5601959228516,179.70675659179688,12.428980827331545,14.32663917541504,13.460185050964355,17810,16123,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_18,6,36_2.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_18,6,36_2.png"
water,water,ternary_TC18_OTC6_CTC36,R3,ternary,18,6,36,169.9688568,167.749527,172.3494263,13.28376961,12.99524975,13.35218239,17947,16181,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_18,6,36_2.jpg","cropped_cuvettes/water/ternary/water_ternary_18,6,36_2.png"
T=8,tris8,ternary_TC20_OTC20_CTC20,R1,ternary,20,20,20,168.6966552734375,230.65249633789065,215.76242065429688,16.284133911132812,17.228193283081055,17.954944610595703,17415,15830,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_20,20,20.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_20,20,20.png"
water,water,ternary_TC20_OTC20_CTC20,R1,ternary,20,20,20,167.5168304,177.4973297,188.5727081,13.28969765,13.61904526,13.90351963,18078,16518,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_20,20,20.jpg","cropped_cuvettes/water/ternary/water_ternary_20,20,20.png"
T=8,tris8,ternary_TC20_OTC20_CTC20,R2,ternary,20,20,20,174.6063232421875,235.1639709472656,220.89761352539065,16.39381980895996,15.569953918457031,17.172317504882812,17010,15363,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_20,20,20_1.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_20,20,20_1.png"
water,water,ternary_TC20_OTC20_CTC20,R2,ternary,20,20,20,167.2502289,177.932785,188.6043701,12.9542408,13.29242706,13.56303024,17810,16053,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_20,20,20_1.jpg","cropped_cuvettes/water/ternary/water_ternary_20,20,20_1.png"
T=8,tris8,ternary_TC20_OTC20_CTC20,R3,ternary,20,20,20,178.87722778320312,237.6949615478516,224.0563201904297,17.434215545654297,14.985485076904297,17.476409912109375,17272,15785,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_20,20,20_2.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_20,20,20_2.png"
water,water,ternary_TC20_OTC20_CTC20,R3,ternary,20,20,20,166.7851715,176.7961578,187.7333679,13.10399151,13.37925625,13.7256813,18354,16562,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_20,20,20_2.jpg","cropped_cuvettes/water/ternary/water_ternary_20,20,20_2.png"
T=8,tris8,ternary_TC36_OTC18_CTC6,R1,ternary,36,18,6,167.36358642578125,225.44406127929688,201.342529296875,14.012314796447754,15.807940483093262,14.885826110839844,17802,16142,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_36,18,6.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_36,18,6.png"
water,water,ternary_TC36_OTC18_CTC6,R1,ternary,36,18,6,160.3618622,165.3520508,176.053421,12.55109215,12.80076313,12.795681,18216,16415,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_36,18,6.jpg","cropped_cuvettes/water/ternary/water_ternary_36,18,6.png"
T=8,tris8,ternary_TC36_OTC18_CTC6,R2,ternary,36,18,6,148.17889404296875,205.92942810058597,183.7075653076172,11.388193130493164,13.230308532714844,12.3003568649292,17408,15730,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_36,18,6_1.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_36,18,6_1.png"
water,water,ternary_TC36_OTC18_CTC6,R2,ternary,36,18,6,159.4806519,164.4279175,174.4189148,12.34885502,12.74559593,12.7987175,17820,16230,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_36,18,6_1.jpg","cropped_cuvettes/water/ternary/water_ternary_36,18,6_1.png"
T=8,tris8,ternary_TC36_OTC18_CTC6,R3,ternary,36,18,6,148.17889404296875,205.92942810058597,183.7075653076172,11.388193130493164,13.230308532714844,12.3003568649292,17408,15730,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_36,18,6_2.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_36,18,6_2.png"
water,water,ternary_TC36_OTC18_CTC6,R3,ternary,36,18,6,159.8751068,165.4159851,175.442337,12.48344612,12.63896751,12.50970364,18084,16318,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_36,18,6_2.jpg","cropped_cuvettes/water/ternary/water_ternary_36,18,6_2.png"
T=8,tris8,ternary_TC36_OTC6_CTC18,R1,ternary,36,6,18,159.63107299804688,213.9109344482422,189.38986206054688,17.39320945739746,20.045692443847656,18.21372604370117,18221,16483,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_36,6,18.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_36,6,18.png"
water,water,ternary_TC36_OTC6_CTC18,R1,ternary,36,6,18,165.1054688,161.1059723,166.4837189,13.74628353,13.10744476,13.45425701,17810,16222,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_36,6,18.jpg","cropped_cuvettes/water/ternary/water_ternary_36,6,18.png"
T=8,tris8,ternary_TC36_OTC6_CTC18,R2,ternary,36,6,18,166.65142822265625,221.29983520507807,196.8160095214844,17.802265167236328,20.070661544799805,18.73312187194824,17816,16169,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_36,6,18_1.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_36,6,18_1.png"
water,water,ternary_TC36_OTC6_CTC18,R2,ternary,36,6,18,164.8961182,160.3284607,166.0636597,13.29069901,12.86565018,13.15607452,17673,16008,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_36,6,18_1.jpg","cropped_cuvettes/water/ternary/water_ternary_36,6,18_1.png"
T=8,tris8,ternary_TC36_OTC6_CTC18,R3,ternary,36,6,18,168.74024963378906,222.8166961669922,198.1017608642578,18.1190128326416,20.005590438842773,18.963106155395508,17947,16312,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_36,6,18_2.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_36,6,18_2.png"
water,water,ternary_TC36_OTC6_CTC18,R3,ternary,36,6,18,164.7928925,160.7413483,166.145752,13.33099174,13.37842369,13.66704941,17685,16006,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_36,6,18_2.jpg","cropped_cuvettes/water/ternary/water_ternary_36,6,18_2.png"
T=8,tris8,ternary_TC48_OTC6_CTC6,R1,ternary,48,6,6,158.29119873046875,178.41639709472656,177.42665100097656,15.897908210754396,16.40866470336914,16.203144073486328,17010,15591,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_48,6,6.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_48,6,6.png"
water,water,ternary_TC48_OTC6_CTC6,R1,ternary,48,6,6,163.2813263,158.1752625,162.2075806,14.70567894,14.29711533,14.43509293,18216,16490,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_48,6,6.jpg","cropped_cuvettes/water/ternary/water_ternary_48,6,6.png"
T=8,tris8,ternary_TC48_OTC6_CTC6,R2,ternary,48,6,6,161.12948608398438,181.0936584472656,180.0695037841797,15.45521640777588,16.022268295288086,15.906011581420898,17000,15353,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_48,6,6_1.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_48,6,6_1.png"
water,water,ternary_TC48_OTC6_CTC6,R2,ternary,48,6,6,163.390152,158.5868378,162.3149872,15.03519821,14.29976463,14.48541546,17947,16340,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_48,6,6_1.jpg","cropped_cuvettes/water/ternary/water_ternary_48,6,6_1.png"
T=8,tris8,ternary_TC48_OTC6_CTC6,R3,ternary,48,6,6,159.97988891601562,180.48358154296875,179.19027709960938,15.521949768066406,16.092931747436523,15.865949630737305,17125,15567,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_48,6,6_2.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_48,6,6_2.png"
water,water,ternary_TC48_OTC6_CTC6,R3,ternary,48,6,6,162.7981415,158.0669403,161.7911682,14.88892651,14.22327423,14.33230782,18084,16343,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_48,6,6_2.jpg","cropped_cuvettes/water/ternary/water_ternary_48,6,6_2.png"
T=8,tris8,ternary_TC6_OTC18_CTC36,R1,ternary,6,18,36,150.15277099609375,207.3957061767578,199.91033935546875,14.14521026611328,16.486019134521484,16.127853393554688,17544,15860,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_6,18,36.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_6,18,36.png"
water,water,ternary_TC6_OTC18_CTC36,R1,ternary,6,18,36,165.4072266,174.3908691,183.5180817,12.41157055,12.35226727,12.43063068,18221,16617,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_6,18,36.jpg","cropped_cuvettes/water/ternary/water_ternary_6,18,36.png"
T=8,tris8,ternary_TC6_OTC18_CTC36,R2,ternary,6,18,36,144.5501251220703,199.93753051757807,192.4580078125,13.123438835144045,15.88720417022705,15.433704376220703,17145,15513,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_6,18,36_1.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_6,18,36_1.png"
water,water,ternary_TC6_OTC18_CTC36,R2,ternary,6,18,36,167.3882446,176.4454041,185.8227844,12.19272041,12.09648991,12.45022106,17550,15936,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_6,18,36_1.jpg","cropped_cuvettes/water/ternary/water_ternary_6,18,36_1.png"
T=8,tris8,ternary_TC6_OTC18_CTC36,R3,ternary,6,18,36,148.899658203125,205.6680908203125,197.50050354003903,13.80056858062744,16.20753288269043,15.68748378753662,17544,15836,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_6,18,36_2.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_6,18,36_2.png"
water,water,ternary_TC6_OTC18_CTC36,R3,ternary,6,18,36,165.272644,175.0203094,183.894577,11.81960678,12.041749,12.14834213,18088,16296,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_6,18,36_2.jpg","cropped_cuvettes/water/ternary/water_ternary_6,18,36_2.png"
T=8,tris8,ternary_TC6_OTC36_CTC18,R1,ternary,6,36,18,158.64788818359375,232.1174774169922,225.9342498779297,12.925467491149902,14.150397300720217,14.209063529968262,17399,15833,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_6,36,18.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_6,36,18.png"
water,water,ternary_TC6_OTC36_CTC18,R1,ternary,6,36,18,159.3267517,182.8881683,201.1467438,11.33768749,11.69238472,12.75835037,18084,16471,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_6,36,18.jpg","cropped_cuvettes/water/ternary/water_ternary_6,36,18.png"
T=8,tris8,ternary_TC6_OTC36_CTC18,R2,ternary,6,36,18,119.55362701416016,181.55447387695312,176.38571166992188,7.175524711608887,8.423018455505371,8.33179759979248,17136,15431,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_6,36,18_1.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_6,36,18_1.png"
water,water,ternary_TC6_OTC36_CTC18,R2,ternary,6,36,18,161.6575928,185.1698914,203.1767273,11.15728474,11.54452324,12.72895622,18084,16393,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_6,36,18_1.jpg","cropped_cuvettes/water/ternary/water_ternary_6,36,18_1.png"
T=8,tris8,ternary_TC6_OTC36_CTC18,R3,ternary,6,36,18,109.06268310546876,170.74493408203125,165.99574279785156,6.045543670654297,7.057735919952393,7.279430389404297,17272,15729,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_6,36,18_2.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_6,36,18_2.png"
water,water,ternary_TC6_OTC36_CTC18,R3,ternary,6,36,18,161.1352081,184.0408478,202.4291687,11.30970287,11.74848461,12.66964245,18084,16404,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_6,36,18_2.jpg","cropped_cuvettes/water/ternary/water_ternary_6,36,18_2.png"
T=8,tris8,ternary_TC6_OTC48_CTC6,R1,ternary,6,48,6,183.31930541992188,252.57012939453125,252.41632080078125,15.422473907470703,1.717646837234497,2.257007837295532,17673,16235,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_6,48,6.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_6,48,6.png"
water,water,ternary_TC6_OTC48_CTC6,R1,ternary,6,48,6,170.0432587,206.3268738,231.0225677,10.77311516,11.6671772,12.26291752,17952,16346,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_6,48,6.jpg","cropped_cuvettes/water/ternary/water_ternary_6,48,6.png"
T=8,tris8,ternary_TC6_OTC48_CTC6,R2,ternary,6,48,6,175.10902404785156,251.1592254638672,250.33499145507807,13.131071090698242,3.345102310180664,4.03717041015625,17399,15896,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_6,48,6_1.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_6,48,6_1.png"
water,water,ternary_TC6_OTC48_CTC6,R2,ternary,6,48,6,169.5870514,206.3798523,230.4886322,10.58280754,11.40500736,12.13500786,18084,16317,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_6,48,6_1.jpg","cropped_cuvettes/water/ternary/water_ternary_6,48,6_1.png"
T=8,tris8,ternary_TC6_OTC48_CTC6,R3,ternary,6,48,6,175.10902404785156,251.1592254638672,250.33499145507807,13.131071090698242,3.345102310180664,4.03717041015625,17399,15896,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_6,48,6_2.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_6,48,6_2.png"
water,water,ternary_TC6_OTC48_CTC6,R3,ternary,6,48,6,170.4733276,207.2499847,230.6819916,10.51412773,11.32490349,12.16842365,18088,16361,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_6,48,6_2.jpg","cropped_cuvettes/water/ternary/water_ternary_6,48,6_2.png"
T=8,tris8,ternary_TC6_OTC6_CTC48,R1,ternary,6,6,48,160.24501037597656,213.18821716308597,208.3006134033203,15.16419792175293,17.46776580810547,16.89491081237793,18487,16832,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_6,6,48.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_6,6,48.png"
water,water,ternary_TC6_OTC6_CTC48,R1,ternary,6,6,48,166.7046967,165.703064,170.746109,12.78475571,12.81849957,12.90113354,18084,16546,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_6,6,48.jpg","cropped_cuvettes/water/ternary/water_ternary_6,6,48.png"
T=8,tris8,ternary_TC6_OTC6_CTC48,R2,ternary,6,6,48,160.29310607910156,214.08938598632807,209.1490936279297,15.035758972167969,17.450876235961914,16.722131729125977,18354,16680,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_6,6,48_1.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_6,6,48_1.png"
water,water,ternary_TC6_OTC6_CTC48,R2,ternary,6,6,48,167.3357391,166.2790375,171.1498871,12.4163723,12.36528587,12.46661472,18216,16525,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_6,6,48_1.jpg","cropped_cuvettes/water/ternary/water_ternary_6,6,48_1.png"
T=8,tris8,ternary_TC6_OTC6_CTC48,R3,ternary,6,6,48,161.1831512451172,213.92420959472656,209.40237426757807,14.131953239440918,16.231138229370117,15.663945198059082,17947,16189,ok,,D:/Desktop/Distinguish_TC/project_data_t8/rgb_results/rgb_results.csv,"ternary/T=8_ternary_6,6,48_2.jpg","cropped_cuvettes/T=8/ternary/T=8_ternary_6,6,48_2.png"
water,water,ternary_TC6_OTC6_CTC48,R3,ternary,6,6,48,168.5705261,166.6739349,171.2036743,12.61156368,12.48221588,12.96577168,18216,16527,ok,,D:/Desktop/Distinguish_TC/project_data/rgb_results/rgb_results.csv,"ternary/water_ternary_6,6,48_2.jpg","cropped_cuvettes/water/ternary/water_ternary_6,6,48_2.png"
